RespondentID,q1AgeBeginCoding,q3Gender,q6LearnCodeUni,q6LearnCodeSelfTaught,q6LearnCodeDontKnowHowToYet,q30LearnCodeStackOverflow,q30LearnCodeYoutube,q30LearnCodeMOOC,q30LearnCodeCompCodingSites,q30LearnCodeOnlineTutorial,q30LearnCodeBooks,q30LearnCodeAcademicPaper,q30LearnCodeOther,q8Student
6478859515,1,1,1,1,0,1,1,1,0,1,1,1,0,0
6474328956,3,1,0,1,0,1,1,1,0,1,1,0,0,1
6465872470,4,1,0,1,0,1,1,0,0,1,1,0,0,0
6466450448,2,1,0,1,0,0,0,0,0,0,0,0,0,0
6464815936,4,1,0,1,0,1,1,1,0,1,1,0,0,0
6464769921,2,1,0,1,0,1,1,0,0,1,1,0,0,0
6486795058,3,1,1,1,0,1,1,1,1,0,1,0,0,0
6464898938,3,1,1,1,0,1,1,0,0,0,1,1,0,1
6484266059,1,1,1,1,0,1,1,1,0,1,1,1,1,0
6479408808,3,1,1,0,0,1,1,1,1,1,1,0,0,0
6482594562,3,1,1,1,0,1,1,0,1,0,0,0,0,0
6463546323,2,1,1,1,0,1,1,1,1,1,1,1,0,1
6462083540,3,1,1,1,0,1,1,1,0,1,1,1,0,0
6465132420,2,1,1,1,0,1,0,0,0,1,0,0,0,1
6487037225,3,1,1,1,0,1,0,1,0,0,1,0,0,0
6461904232,2,1,1,1,0,1,0,1,0,0,1,0,0,0
6488716055,7,1,0,0,0,1,1,1,1,1,0,0,0,0
6460768600,3,1,0,1,0,1,0,0,0,0,0,0,1,0
6464859703,3,1,1,0,0,0,0,1,0,1,0,0,0,0
6479031020,5,1,1,0,0,1,1,0,0,1,1,0,0,0
6482603130,3,1,1,1,0,1,0,1,0,0,1,1,0,0
6475453913,3,1,0,1,0,1,1,0,0,0,1,0,0,1
6477529500,3,1,0,0,0,1,1,1,1,1,1,0,0,0
6477534228,4,1,1,0,0,1,1,0,0,0,0,0,0,0
6462277749,4,1,0,1,0,1,1,0,0,0,1,1,0,0
6479562547,3,1,1,1,0,1,1,0,0,1,1,1,0,0
6481277036,3,1,0,1,0,1,1,0,1,0,1,0,0,0
6486785203,3,1,1,0,0,0,0,0,0,1,0,0,0,0
6486800489,4,1,1,0,0,1,1,0,1,1,1,1,0,0
6464758633,3,1,0,1,0,1,0,0,1,1,1,0,0,0
6471613447,3,1,1,1,0,1,0,0,0,1,0,0,0,1
6479146635,3,1,1,0,0,1,0,1,0,0,0,0,0,0
6478949903,5,1,0,1,0,1,1,1,0,0,0,0,0,1
6480676146,2,1,1,1,0,1,1,1,0,0,0,0,0,0
6463441757,3,1,1,0,0,0,1,1,0,1,1,1,0,0
6466665775,3,1,1,1,0,1,0,0,0,0,1,0,0,0
6471670468,3,1,1,1,0,1,0,1,0,1,0,0,0,0
6478840074,2,1,1,1,0,1,1,1,0,1,0,0,0,0
6463570660,3,1,0,1,0,1,0,0,0,1,0,0,0,0
6477540837,4,1,0,1,0,1,1,0,0,0,1,0,1,0
6478731098,1,1,0,1,0,1,0,0,1,1,1,0,0,0
6460954498,3,3,0,1,0,1,1,1,0,0,0,0,0,1
6485126446,3,1,0,1,0,1,1,1,1,1,0,1,0,0
6479252919,2,1,0,1,0,1,1,0,0,0,0,0,0,0
6486606144,4,1,0,1,0,1,1,1,0,1,1,1,0,1
6486806599,3,1,0,1,0,1,1,1,1,1,1,0,0,0
6463277965,4,1,0,0,0,1,1,1,0,0,1,0,0,0
6477570452,2,1,0,1,0,1,1,0,1,1,0,0,0,0
6479411317,5,1,0,1,0,0,1,1,0,1,1,0,0,0
6478901403,7,1,0,1,0,1,1,1,0,0,1,0,1,0
6477610221,2,1,1,1,0,1,1,1,0,1,1,1,0,0
6479712838,2,1,0,1,0,1,1,0,0,0,1,1,0,0
6463631141,4,2,0,0,0,1,1,1,0,1,1,0,0,0
6460962974,3,1,1,1,0,1,1,1,0,0,1,0,0,0
6463555506,5,2,0,1,0,1,1,1,0,1,1,0,0,0
6478971844,3,2,1,1,0,0,0,1,1,1,1,0,0,0
6463412645,4,1,0,1,0,1,0,0,0,1,1,0,0,0
6463679342,3,3,0,1,0,1,1,0,0,0,1,1,0,0
6478975692,2,1,0,1,0,1,1,1,1,1,1,0,0,0
6463607685,3,1,1,1,0,1,1,1,1,1,0,0,0,0
6480097421,3,1,0,1,0,1,1,0,0,1,1,0,0,0
6465230910,2,1,1,1,0,1,1,0,0,1,1,0,0,0
6477529112,1,1,0,1,0,1,0,0,0,0,1,0,0,0
6460714117,2,1,1,1,0,1,1,1,0,1,1,0,0,0
6462374792,3,1,1,1,0,1,1,1,1,1,1,0,0,0
6464764536,3,1,1,0,0,1,1,1,0,0,1,1,0,0
6460399634,1,1,1,1,0,1,1,1,1,1,1,0,0,0
6464760080,1,1,0,1,0,1,1,0,0,0,1,0,0,0
6458949758,1,1,1,1,0,1,0,1,0,1,1,0,0,0
6463548422,1,1,1,1,0,1,1,1,1,1,1,1,0,1
6463601421,3,1,1,1,0,1,0,0,1,1,0,0,0,1
6464142282,2,1,1,1,0,1,1,0,1,0,1,0,0,0
6464201526,3,1,1,0,0,1,0,0,1,1,0,0,0,0
6464340945,2,1,1,1,0,1,1,1,1,1,1,1,0,0
6464378418,4,1,0,1,0,1,1,1,0,1,1,0,0,0
6463537385,2,1,1,1,0,1,1,1,1,1,1,1,0,0
6478980113,3,1,1,1,0,1,1,0,1,1,1,1,0,1
6478959371,3,1,1,1,0,0,1,1,0,1,1,0,0,0
6479014758,2,1,1,1,0,1,0,1,0,1,1,0,0,0
6479043666,2,1,1,1,0,1,0,0,0,0,1,0,0,0
6479099647,1,1,1,1,0,1,1,1,1,1,1,0,0,0
6479198431,3,1,1,1,0,1,1,1,1,1,1,0,0,1
6479251999,4,1,1,1,0,1,1,1,0,1,1,0,0,1
6479326092,4,1,1,1,0,1,1,1,1,0,0,0,0,0
6479595377,2,1,1,1,0,1,0,0,1,1,1,1,0,0
6478947432,1,1,1,1,0,1,1,0,1,1,1,1,0,0
6481532804,4,1,1,0,0,1,1,1,0,1,1,0,0,0
6481832093,4,1,1,1,0,1,1,1,1,1,0,1,0,0
6480340150,3,1,0,1,0,1,1,1,1,1,1,1,0,0
6481180820,3,1,1,1,0,1,0,0,0,0,0,0,1,0
6486148664,3,1,1,0,0,1,1,0,0,0,1,1,0,0
6462361443,3,1,0,1,0,1,1,1,0,0,1,1,0,1
6464763168,1,1,1,1,0,1,0,0,0,0,0,0,0,0
6464800580,3,1,1,1,0,1,0,1,0,1,0,0,0,0
6465397785,1,1,1,1,0,1,1,1,0,1,1,0,0,0
6477541427,4,2,1,0,0,1,0,0,0,1,1,0,0,0
6477561421,1,1,1,1,0,1,0,0,0,0,0,0,1,0
6477793053,3,1,1,1,0,1,1,1,0,1,1,1,0,0
6479353448,5,1,0,1,0,1,1,1,0,1,1,0,0,0
6464921540,3,1,0,1,0,1,1,1,1,1,1,0,0,0
6464896204,3,2,1,0,0,1,1,0,1,0,0,0,0,1
6469070980,2,1,0,1,0,1,0,0,0,0,1,0,0,0
6466093914,2,1,0,1,0,1,0,0,0,0,0,0,1,0
6464786530,3,1,1,1,0,1,1,0,0,0,0,0,0,1
6477487896,1,1,1,1,0,1,1,0,0,1,1,0,0,0
6477245473,4,1,1,1,0,1,1,0,0,1,0,0,0,1
6462099793,2,1,1,1,0,1,1,0,1,0,1,0,0,0
6470451105,3,1,1,1,0,1,1,0,0,1,1,0,0,0
6477518654,2,1,0,1,0,1,0,1,1,1,1,1,0,1
6477173525,3,2,1,1,0,1,1,1,0,1,1,0,0,0
6464590540,2,1,0,1,0,1,1,0,0,0,1,1,0,0
6464711348,3,1,1,1,0,1,0,1,1,1,1,1,0,0
6477573018,2,1,0,1,0,1,1,1,1,1,1,1,0,0
6478622053,3,1,1,0,0,1,0,0,0,0,1,0,0,0
6462236435,2,1,1,1,0,1,1,1,0,1,1,1,0,1
6477513271,3,1,1,0,0,1,0,0,1,1,0,0,0,0
6477863825,2,1,0,1,0,1,1,0,0,1,1,0,0,0
6478129951,4,3,0,1,0,1,0,1,0,1,0,0,0,0
6464844461,4,1,1,1,0,0,1,1,0,0,0,0,0,0
6477162924,3,1,0,1,0,1,1,0,0,0,1,1,0,1
6477245617,3,1,1,1,0,1,0,1,0,1,0,0,0,0
6489464971,4,1,1,1,0,1,0,1,0,0,0,0,0,0
6460724172,4,1,0,1,0,1,1,0,0,1,1,0,0,0
6464550203,4,1,0,1,0,0,0,1,0,1,1,0,0,0
6483863415,3,1,0,1,0,1,1,1,0,1,1,0,0,1
6464810076,2,1,1,1,0,1,1,1,0,1,1,0,0,0
6463282354,2,1,1,1,0,1,0,1,1,0,1,0,0,0
6477193149,3,1,1,1,0,0,0,0,0,1,1,0,0,0
6480087567,4,1,1,1,0,1,1,1,0,1,1,1,0,0
6464740063,2,1,0,1,0,1,1,0,1,1,0,0,0,1
6482461301,5,1,0,0,0,1,0,0,0,1,1,0,0,0
6467379814,4,1,1,1,0,1,1,0,0,0,1,1,0,0
6480001897,2,1,1,1,0,1,0,1,1,1,1,1,0,0
6464567698,3,1,1,1,0,1,1,1,1,0,1,0,0,0
6465564527,3,1,1,1,0,1,1,1,1,0,1,0,0,0
6464513966,2,1,0,1,0,1,1,1,0,1,0,0,0,1
6471512927,3,1,0,1,0,1,1,1,1,1,1,1,0,0
6474349643,2,1,0,1,0,1,1,1,1,1,0,0,0,1
6474343326,4,1,0,1,0,1,0,1,1,1,0,0,0,0
6474359078,3,1,0,1,0,1,1,0,1,0,0,0,0,0
6474504669,3,1,0,1,0,1,0,0,1,1,0,0,0,0
6474642667,3,2,0,1,0,1,1,0,0,1,1,0,0,0
6474674136,3,1,0,1,0,0,1,1,0,0,0,0,0,0
6477157522,3,1,0,1,0,1,1,1,1,1,1,1,0,1
6474380560,3,1,1,0,0,1,1,1,1,1,1,0,0,0
6474410239,3,1,0,1,0,0,1,1,0,0,1,1,0,1
6479633307,3,1,1,1,0,1,1,1,0,0,0,0,0,0
6479772491,3,1,1,1,0,1,1,1,0,1,1,0,0,0
6479777374,2,1,0,1,0,1,1,1,0,0,1,1,0,1
6480144393,3,1,0,1,0,1,1,1,1,1,0,0,0,1
6479979822,3,1,1,0,0,1,0,1,0,1,0,0,0,0
6481023612,4,1,1,0,0,1,0,0,0,1,1,0,0,0
6484468452,2,1,1,1,0,1,0,1,0,1,0,0,0,0
6486786254,3,1,0,1,0,1,1,0,0,1,0,0,0,0
6486797947,3,1,1,0,0,1,1,1,1,1,0,0,0,1
6486816716,4,1,1,1,0,1,0,1,1,1,0,0,0,0
6486904817,4,1,1,0,0,1,1,1,0,1,0,0,0,0
6486822899,3,1,0,1,0,1,0,1,0,0,0,0,0,0
6487259290,3,1,0,1,0,1,1,1,1,1,1,0,0,1
6487440056,3,1,1,1,0,1,1,1,1,1,1,0,0,0
6486828543,2,1,1,1,0,0,0,1,0,0,1,0,1,0
6486844782,3,1,1,0,0,1,0,1,1,0,0,0,0,1
6489517286,3,1,0,1,0,1,1,0,1,0,1,0,0,0
6463395003,2,1,1,1,0,1,1,1,1,1,1,0,0,0
6464964388,2,1,1,1,0,1,1,1,0,1,1,1,0,0
6465198313,2,1,1,1,0,1,1,1,1,1,0,0,0,0
6461742257,3,1,1,1,0,1,1,1,1,0,0,0,0,1
6464590254,3,1,1,0,0,1,1,1,0,1,0,0,0,0
6479350894,2,1,0,1,0,1,1,1,0,1,1,0,0,0
6457741478,3,1,1,0,0,1,1,1,0,1,1,0,0,0
6463100398,2,1,1,1,0,1,1,1,0,1,1,0,0,0
6464750793,4,1,1,1,0,1,0,1,0,1,0,0,0,0
6464993746,3,1,1,1,0,0,0,1,0,1,1,0,0,0
6477579187,2,1,0,1,0,1,1,1,0,0,0,0,0,0
6477601973,2,1,1,1,0,1,0,0,1,0,1,0,0,1
6478000437,3,1,1,1,0,0,1,1,1,1,1,0,0,1
6465207961,3,1,1,1,0,1,1,1,0,1,0,0,0,0
6464855483,3,1,0,1,0,1,1,0,1,1,0,0,0,1
6461055587,2,1,1,0,0,1,1,1,0,0,1,0,0,1
6465646993,3,1,1,1,0,1,0,1,0,1,1,0,0,0
6477541001,3,1,1,1,0,1,1,1,1,1,0,0,0,0
6480045336,3,1,1,0,0,1,0,0,1,1,0,0,0,0
6461088756,3,1,1,0,0,0,1,1,1,1,1,0,0,0
6460993665,2,1,1,0,0,0,0,0,0,0,1,0,0,0
6463992902,3,1,1,0,0,1,1,0,0,0,0,0,0,1
6478804607,3,1,0,1,0,1,1,1,0,0,0,0,0,1
6478808839,3,2,0,1,0,0,0,1,0,1,0,0,0,1
6478954407,3,1,0,1,0,1,1,1,0,0,0,0,0,0
6475860506,3,1,1,1,0,1,1,1,1,1,1,1,0,0
6479175715,3,1,0,1,0,0,1,1,0,1,0,0,0,0
6479352307,4,1,0,1,0,1,1,1,0,0,1,0,0,0
6479755747,3,1,1,1,0,1,1,1,1,0,1,0,0,1
6481391532,7,1,0,1,0,1,1,1,0,1,1,0,0,0
6481416742,2,1,0,1,0,0,1,1,0,1,0,0,0,1
6477485465,2,1,1,1,0,1,1,1,1,1,1,1,0,1
6464897114,2,1,1,1,0,0,0,0,0,1,1,0,1,0
6465389905,3,1,1,1,0,1,1,1,0,1,1,0,0,0
6467750874,3,1,0,1,0,1,1,1,0,1,0,0,0,1
6464644700,3,1,0,1,0,1,1,1,0,0,1,1,0,0
6465100520,2,1,1,1,0,1,0,0,0,1,0,0,0,0
6458930775,3,1,1,0,0,1,1,1,0,0,1,0,0,0
6460855159,3,1,1,0,0,1,0,0,1,1,0,0,0,0
6460622246,3,1,1,0,0,1,0,0,0,1,0,0,0,1
6460661712,3,1,0,1,0,1,1,0,0,1,1,0,0,0
6460720034,2,1,1,1,0,1,1,0,0,0,0,0,0,1
6464142493,2,1,1,0,0,1,0,0,1,1,1,0,0,1
6463337077,3,1,1,1,0,1,1,1,0,0,0,0,0,0
6463384205,3,1,1,1,0,1,1,0,0,1,0,0,0,0
6464551194,2,1,1,1,0,1,1,1,0,1,1,1,0,0
6464876997,4,1,1,1,0,1,0,1,0,1,1,0,0,0
6466722027,2,1,1,1,0,1,1,0,1,0,1,0,0,0
6464460961,3,1,1,1,0,1,1,1,1,0,0,0,0,1
6467448921,3,1,1,1,0,1,1,1,0,1,1,0,0,0
6476269822,2,1,1,1,0,1,1,1,0,1,1,0,0,0
6477182868,3,1,1,1,0,1,1,1,1,0,0,0,0,1
6474412849,2,1,1,1,0,1,1,1,0,0,0,0,0,1
6474409030,3,1,0,1,0,1,1,1,0,1,0,0,0,0
6479206225,2,2,1,1,0,1,1,0,1,1,0,0,0,0
6477375047,4,1,1,0,0,1,1,0,0,1,0,0,0,0
6479490695,3,1,0,1,0,1,1,1,0,1,1,0,0,0
6479706407,4,1,1,1,0,1,1,1,1,1,1,1,0,1
6478032215,2,1,0,1,0,1,1,1,1,1,1,0,0,1
6479743952,3,1,1,0,0,1,1,1,0,0,0,0,0,0
6478907700,2,1,1,1,0,1,1,0,1,0,1,1,0,1
6477232919,3,1,1,1,0,1,1,1,1,1,1,1,0,0
6478966625,4,1,0,1,0,1,0,0,0,1,0,0,0,0
6480138734,3,1,0,1,0,1,1,1,0,1,0,0,0,0
6481727800,3,1,1,1,0,1,0,0,0,1,1,0,0,0
6483059589,3,1,1,1,0,1,0,0,0,1,0,0,0,0
6486855122,3,1,1,1,0,1,1,1,0,0,1,1,0,1
6483221865,2,2,1,1,0,1,0,0,0,1,1,1,0,0
6478900174,3,2,1,0,0,1,1,1,1,0,1,0,0,1
6461118997,3,2,1,0,0,1,0,1,0,1,0,0,0,0
6479414378,2,1,1,1,0,1,1,0,1,0,1,0,0,1
6478629484,3,1,1,1,0,1,1,0,0,0,1,0,0,0
6464399580,3,1,1,1,0,1,1,1,0,0,1,0,0,1
6477497336,3,1,1,1,0,1,1,1,1,0,1,0,0,0
6457590267,2,1,1,1,0,1,0,1,0,1,1,0,1,0
6478844203,3,1,0,1,0,1,1,0,1,0,0,0,0,1
6478155593,1,1,1,1,0,1,1,0,0,0,0,0,0,0
6478886054,1,1,0,1,0,1,1,0,0,0,0,1,0,1
6467072321,2,1,1,1,0,1,1,1,0,0,0,0,0,0
6479955042,5,1,0,1,0,1,1,0,0,1,1,0,0,0
6485581344,4,1,1,0,0,1,1,1,0,0,0,0,0,0
6477510275,3,1,0,1,0,1,0,0,0,0,0,0,1,0
6465261536,2,#NULL!,0,1,0,1,1,0,1,0,1,0,0,1
6464597743,2,1,1,1,0,1,0,0,0,0,0,0,1,1
6460846776,3,1,0,1,0,1,1,1,0,1,0,0,0,0
6479308987,2,1,1,1,0,1,1,1,1,1,1,1,0,1
6460669365,4,1,1,1,0,1,0,0,0,0,1,1,0,0
6478784562,3,1,0,1,0,1,1,0,0,0,1,0,0,1
6478836937,3,1,1,0,0,0,0,0,0,1,1,0,0,0
6474328747,3,1,1,1,0,1,0,1,1,1,1,1,0,0
6474330109,3,2,0,1,0,1,0,1,1,1,1,0,0,0
6465853191,3,1,1,1,0,1,1,1,1,1,1,1,0,0
6480753951,1,1,1,1,0,1,0,0,0,0,1,0,0,0
6467478528,3,1,1,0,0,1,1,0,0,0,0,0,0,1
6481034490,5,3,0,1,0,0,0,1,0,0,0,0,0,0
6470439717,2,1,1,1,0,0,0,1,1,1,1,0,0,1
6478111062,3,1,1,1,0,1,1,0,1,0,0,0,0,0
6483707733,5,1,0,0,0,0,0,1,0,0,1,0,1,0
6474376449,2,1,1,1,0,1,1,0,1,0,1,0,0,1
6477511189,4,1,0,1,0,1,1,1,1,0,1,0,0,0
6460667751,2,1,0,1,0,1,1,0,0,0,1,0,0,0
6466749234,1,1,0,1,0,1,1,0,1,1,1,1,0,0
6477191689,5,1,0,1,0,1,1,1,1,1,1,0,0,1
6479467274,2,2,1,1,0,1,0,0,0,1,1,0,1,0
6463435808,2,1,0,1,0,1,1,0,0,0,1,0,0,0
6480174343,2,1,0,1,0,1,1,0,0,1,1,0,0,0
6479359921,2,1,1,1,0,1,0,1,0,1,0,0,0,0
6478914884,5,1,0,1,0,1,1,1,1,1,1,0,0,0
6479380244,2,2,0,1,0,1,0,0,0,1,1,0,0,0
6463279922,2,1,0,1,0,1,1,0,0,1,0,0,0,0
6463296090,5,1,0,1,0,1,0,0,1,0,0,0,1,0
6484939874,3,1,1,1,0,1,1,1,1,0,1,0,0,0
6480618722,3,1,1,1,0,1,1,1,1,1,1,0,0,0
6478888446,2,1,1,1,0,1,1,0,0,1,1,0,0,0
6460700953,3,1,1,0,0,1,1,1,1,0,1,1,0,0
6460671703,4,1,0,1,0,1,1,0,0,0,0,1,0,0
6474377198,4,1,1,0,0,1,1,1,0,1,0,0,0,0
6463549465,4,1,0,1,0,1,1,1,1,1,1,0,0,0
6477564164,5,1,0,1,0,1,1,0,0,0,0,0,0,0
6471662030,3,1,1,1,0,0,0,1,0,1,1,0,0,0
6458839245,4,1,1,0,0,1,1,1,1,1,1,1,0,0
6454854610,2,1,1,1,0,1,1,0,0,0,1,0,0,0
6460961586,4,1,1,1,0,1,0,0,0,1,0,0,0,1
6461214179,3,1,1,1,0,0,0,1,1,1,1,0,0,0
6463570664,2,1,1,1,0,1,0,1,1,1,0,0,0,0
6463638171,2,1,1,1,0,1,1,1,0,1,0,0,0,0
6463365107,4,2,1,0,0,1,1,1,1,1,1,0,0,0
6465232463,3,1,0,1,0,1,0,0,0,0,1,0,0,0
6474020168,3,1,0,1,0,1,1,0,0,0,0,0,0,0
6474240292,2,1,1,0,0,1,1,1,1,0,0,0,1,0
6479204162,2,1,1,0,0,1,0,0,0,0,1,0,0,0
6479395591,3,1,1,1,0,1,1,0,0,1,1,0,0,0
6479451590,3,1,1,1,0,1,1,1,1,1,1,1,0,0
6478823061,3,1,1,0,0,1,1,1,1,1,1,1,0,1
6478935649,3,1,1,1,0,1,1,1,0,0,1,0,0,1
6480312881,2,1,1,0,0,1,1,0,0,1,1,0,0,0
6480515889,4,1,0,1,0,1,0,1,0,1,1,0,0,0
6482157905,3,1,1,0,0,1,1,0,0,1,0,0,0,0
6481329591,2,1,0,1,0,1,1,0,0,0,0,0,0,0
6478508812,2,1,1,1,0,1,1,1,0,0,1,0,0,0
6462074204,3,1,1,1,0,1,0,1,0,0,1,0,0,0
6462447430,4,1,1,1,0,1,1,1,1,1,1,1,0,0
6464773128,3,1,1,1,0,1,1,0,0,0,1,0,0,0
6464774358,2,1,0,1,0,1,0,0,0,1,0,0,0,0
6464871601,2,1,1,1,0,1,0,0,1,0,1,1,0,0
6464896472,4,1,0,1,0,1,0,1,0,1,1,0,0,0
6465741459,2,1,1,1,0,1,0,0,1,0,0,0,0,0
6462637544,2,1,0,1,0,1,0,1,1,1,0,0,0,0
6464542301,2,1,1,1,0,1,0,1,0,0,0,0,0,0
6477972812,5,1,0,1,0,1,1,1,1,1,1,0,0,0
6477253128,3,1,1,1,0,0,0,0,1,1,1,1,1,0
6477518470,3,1,1,1,0,0,0,1,0,1,1,0,0,0
6464801334,3,1,1,1,0,1,1,1,0,1,1,0,0,0
6477867553,2,1,1,1,0,1,0,0,1,0,0,0,0,0
6478211021,4,1,1,1,0,1,1,1,0,1,0,0,0,0
6455242643,3,1,1,1,0,1,0,1,1,1,1,0,0,0
6462483038,3,1,1,1,0,1,1,0,0,0,1,0,0,0
6468133570,3,1,1,1,0,1,1,0,0,1,0,1,0,1
6476053516,2,1,0,1,0,1,1,1,0,0,0,0,0,0
6461691797,3,1,1,0,0,1,1,0,0,0,1,0,0,0
6478583136,2,1,1,1,0,1,1,0,0,0,0,0,0,0
6454974587,3,1,1,1,0,1,1,1,1,1,1,0,0,0
6477485976,3,1,1,1,0,1,1,1,0,0,1,0,0,0
6464724668,3,1,1,0,0,1,1,0,0,0,0,0,0,0
6471853686,3,1,1,0,0,1,0,1,0,0,1,0,0,0
6474348025,3,1,0,1,0,1,1,1,1,1,1,0,0,0
6474355949,3,1,0,1,0,1,1,0,1,0,0,0,0,1
6474371165,3,1,1,1,0,1,1,1,1,1,0,0,0,0
6474464921,3,1,1,1,0,1,1,0,1,0,1,1,0,0
6475217187,3,1,0,1,0,1,0,0,1,1,1,0,0,0
6476053299,3,1,1,1,0,1,0,1,1,0,1,0,0,1
6474424602,4,1,0,1,0,1,1,1,1,0,0,0,0,0
6474398888,4,2,0,1,0,1,1,0,0,0,1,0,0,0
6479105309,2,1,0,1,0,1,1,0,0,1,0,0,0,1
6479631049,3,1,1,0,0,1,1,1,1,1,1,0,0,0
6479831682,4,1,0,1,0,0,0,0,0,0,1,0,0,0
6478828766,3,1,0,1,0,1,1,1,0,0,0,0,1,1
6482104817,2,1,1,1,0,1,1,1,0,0,1,0,0,0
6486794057,3,1,0,1,0,1,1,1,0,0,1,0,0,0
6486809936,3,1,1,0,0,0,0,0,1,0,0,1,0,0
6486880981,3,1,1,1,0,1,1,1,1,1,0,0,0,0
6486896887,3,1,1,0,0,1,0,1,0,0,1,0,0,0
6488101598,3,1,1,1,0,1,1,1,1,0,0,0,0,1
6486830554,2,1,0,1,0,1,1,0,1,0,0,0,0,1
6477490072,4,1,1,1,0,1,1,0,0,0,1,0,0,0
6477587190,3,1,1,1,0,1,0,0,0,1,1,0,0,0
6477752957,2,1,0,1,0,1,0,0,0,0,0,0,0,0
6477485012,3,1,1,1,0,1,1,1,0,0,0,0,0,0
6462153748,2,1,1,1,0,1,0,0,0,1,1,0,0,0
6462290990,3,1,1,1,0,1,1,0,0,0,0,0,0,0
6477479215,1,1,1,1,0,1,1,0,0,1,0,0,0,0
6474847161,3,1,1,1,0,1,1,1,1,0,1,1,0,0
6462043390,4,1,0,1,0,1,0,1,0,0,1,0,0,1
6463432982,2,1,0,1,0,1,1,0,0,0,1,0,0,0
6479534265,1,1,0,1,0,1,0,0,0,1,0,0,0,0
6477594800,3,1,1,1,0,1,0,0,1,1,1,0,0,0
6463940692,3,1,1,0,0,1,1,0,1,1,1,0,0,0
6479269870,3,1,0,1,0,1,1,1,0,0,1,0,0,0
6477513817,2,1,1,1,0,1,1,1,0,1,1,0,0,0
6477566880,3,1,1,0,0,1,1,1,0,1,1,0,0,0
6468334330,3,1,0,1,0,1,1,1,0,1,1,0,0,0
6474510760,3,1,1,1,0,1,1,1,1,1,1,0,0,0
6477202557,2,1,1,1,0,1,1,0,1,1,1,0,0,0
6477234308,2,1,1,1,0,1,1,0,1,1,1,1,0,1
6460712757,5,1,1,1,0,1,0,1,0,0,0,0,0,1
6462414971,2,1,1,1,0,0,0,0,0,0,0,0,0,0
6463273826,3,1,0,1,0,1,0,0,1,1,0,0,0,0
6465204347,2,1,0,1,0,1,1,0,0,1,0,0,0,0
6467574134,2,1,1,1,0,1,1,1,0,1,0,0,1,0
6467841164,2,1,1,1,0,1,1,1,0,1,1,0,0,0
6471596047,3,#NULL!,1,1,0,1,1,0,0,0,1,0,0,0
6479365986,3,1,1,1,0,1,0,0,0,1,1,0,0,0
6477519756,4,1,1,1,0,0,1,0,0,0,0,0,1,0
6477538989,4,1,1,1,0,1,1,0,0,0,1,0,0,0
6477811820,3,2,1,0,0,1,0,1,1,1,0,0,0,0
6478838613,3,1,1,0,0,1,0,0,0,1,0,0,0,1
6477190303,2,1,1,0,0,1,0,0,0,0,1,0,0,0
6478937173,1,2,0,1,0,0,1,1,0,1,1,0,0,1
6478943920,3,1,1,0,0,1,1,0,0,1,1,1,0,0
6480448233,1,1,1,1,0,1,1,1,1,0,1,0,0,0
6482997445,3,1,1,0,0,1,1,1,1,1,1,1,0,1
6483979363,3,1,1,1,0,1,1,1,0,1,1,0,0,0
6462280059,3,1,1,1,0,1,1,1,1,1,1,1,0,0
6464833232,2,1,1,1,0,1,0,0,0,1,1,1,0,0
6486783052,2,1,1,1,0,1,1,1,0,0,1,0,0,1
6479175625,2,1,0,1,0,1,1,0,1,0,0,0,0,1
6455107176,1,1,0,1,0,1,0,1,0,0,0,0,0,0
6465564366,3,1,0,1,0,1,1,1,1,1,1,0,0,0
6477194986,3,1,1,1,0,1,0,0,0,1,1,0,0,0
6470472032,3,2,1,1,0,1,1,1,1,1,1,0,0,0
6461843019,3,1,1,1,0,1,0,1,0,1,1,1,0,0
6462893951,2,1,1,1,0,1,1,0,0,0,1,0,1,0
6478117504,3,2,1,1,0,1,1,0,1,1,0,0,0,0
6479662378,3,1,1,1,0,1,1,1,1,0,1,0,0,0
6463373780,2,1,0,1,0,1,1,1,1,0,0,0,0,0
6457937690,2,2,1,1,0,1,1,1,0,1,1,0,0,1
6477165553,2,1,0,1,0,1,1,1,0,0,0,0,0,0
6479336084,3,1,1,0,0,1,1,1,0,0,1,0,0,1
6478950061,3,1,1,1,0,0,1,1,0,1,1,0,0,0
6478910521,4,1,0,1,0,1,1,1,1,1,1,1,0,1
6464395926,3,1,1,0,0,1,0,0,1,1,1,0,0,0
6462115454,2,1,0,1,0,0,0,0,0,0,1,0,0,0
6477636288,1,1,1,1,0,1,0,1,1,1,1,1,1,0
6463277260,2,1,1,1,0,1,1,0,0,1,1,0,0,0
6486862337,3,1,1,1,0,1,1,1,0,1,1,0,0,0
6479662171,3,1,0,1,0,0,0,0,0,1,0,0,0,1
6478874136,3,1,1,1,0,1,0,0,1,0,0,0,0,0
6486783749,3,1,1,0,0,1,0,0,0,0,0,0,0,1
6486789965,1,1,1,0,0,1,1,0,0,1,0,0,0,0
6474566417,3,1,1,1,0,1,1,1,1,1,1,0,0,1
6467305375,2,1,0,1,0,1,1,0,1,1,1,0,0,0
6468245640,3,1,0,1,0,1,1,0,0,0,0,0,0,0
6477531072,4,1,1,1,0,1,1,1,1,1,1,1,0,0
6480141443,3,1,1,1,0,1,1,0,0,1,1,0,0,0
6462204159,2,1,1,1,0,1,1,1,0,1,1,0,0,0
